-1.612032651901245117e-01,1.889378726482391357e-01,1.239202991127967834e-01,7.935292273759841919e-02,1.576991230249404907e-01,1.377798020839691162e-01,7.771278917789459229e-02,8.649756014347076416e-02,7.771278917789459229e-02,1.377798020839691162e-01,1.576991230249404907e-01,7.935292273759841919e-02,1.239202991127967834e-01,1.889378726482391357e-01,-1.612032651901245117e-01
-8.591794222593307495e-02,-1.393327862024307251e-01,-1.382521241903305054e-01,4.024301469326019287e-02,1.079571917653083801e-01,-4.166524857282638550e-02,3.614795207977294922e-02,1.989063322544097900e-01,3.614795207977294922e-02,-4.166524857282638550e-02,1.079571917653083801e-01,4.024301469326019287e-02,-1.382521241903305054e-01,-1.393327862024307251e-01,-8.591794222593307495e-02
-1.570782065391540527e-02
1.606362909078598022e-01,9.757384657859802246e-02,1.881476342678070068e-01,1.798799037933349609e-01,-3.971411287784576416e-02,1.564552634954452515e-01,1.100902482867240906e-01,-9.435611218214035034e-02,1.100902482867240906e-01,1.564552634954452515e-01,-3.971411287784576416e-02,1.798799037933349609e-01,1.881476342678070068e-01,9.757384657859802246e-02,1.606362909078598022e-01
-2.238464206457138062e-01,1.047889981418848038e-02,1.582374423742294312e-01,2.996913529932498932e-02,5.732115358114242554e-03,4.337713867425918579e-02,1.765463054180145264e-01,1.719543039798736572e-01,1.765463054180145264e-01,4.337713867425918579e-02,5.732115358114242554e-03,2.996913529932498932e-02,1.582374423742294312e-01,1.047889981418848038e-02,-2.238464206457138062e-01
-2.524691820144653320e-02
-8.858150243759155273e-02,1.649822224862873554e-04,2.284425348043441772e-01,7.450157403945922852e-02,3.411784768104553223e-02,2.202338576316833496e-01,7.009829580783843994e-02,-8.588927239179611206e-02,7.009829580783843994e-02,2.202338576316833496e-01,3.411784768104553223e-02,7.450157403945922852e-02,2.284425348043441772e-01,1.649822224862873554e-04,-8.858150243759155273e-02
-5.000038072466850281e-02,-2.405586987733840942e-01,1.327117905020713806e-02,5.686501041054725647e-02,-2.965128235518932343e-02,1.337065249681472778e-01,1.221096590161323547e-01,2.985523315146565437e-03,1.221096590161323547e-01,1.337065249681472778e-01,-2.965128235518932343e-02,5.686501041054725647e-02,1.327117905020713806e-02,-2.405586987733840942e-01,-5.000038072466850281e-02
-3.611420467495918274e-02
-9.934775531291961670e-02,2.153438776731491089e-01,1.886682957410812378e-01,9.071597456932067871e-02,1.030738353729248047e-01,1.340168565511703491e-01,1.169371083378791809e-01,9.769278764724731445e-02,1.169371083378791809e-01,1.340168565511703491e-01,1.030738353729248047e-01,9.071597456932067871e-02,1.886682957410812378e-01,2.153438776731491089e-01,-9.934775531291961670e-02
-1.418283283710479736e-01,-6.256940215826034546e-02,-4.893177002668380737e-02,3.372219949960708618e-02,1.300884485244750977e-01,-5.562708899378776550e-02,-1.870479062199592590e-02,1.728517711162567139e-01,-1.870479062199592590e-02,-5.562708899378776550e-02,1.300884485244750977e-01,3.372219949960708618e-02,-4.893177002668380737e-02,-6.256940215826034546e-02,-1.418283283710479736e-01
-4.816866666078567505e-02
-2.555933594703674316e-01,7.913842052221298218e-02,6.476525217294692993e-02,1.215025559067726135e-01,1.874446421861648560e-01,3.343933261930942535e-03,4.809477552771568298e-02,2.206017673015594482e-01,4.809477552771568298e-02,3.343933261930942535e-03,1.874446421861648560e-01,1.215025559067726135e-01,6.476525217294692993e-02,7.913842052221298218e-02,-2.555933594703674316e-01
-7.618083804845809937e-02,-2.803006768226623535e-01,-6.498451530933380127e-02,-4.013481363654136658e-02,-1.690079644322395325e-02,1.479345709085464478e-01,9.170635789632797241e-02,-9.418381378054618835e-03,9.170635789632797241e-02,1.479345709085464478e-01,-1.690079644322395325e-02,-4.013481363654136658e-02,-6.498451530933380127e-02,-2.803006768226623535e-01,-7.618083804845809937e-02
-6.130550801753997803e-02
-2.282884418964385986e-01,-1.594842374324798584e-01,1.580894440412521362e-01,1.317426413297653198e-01,1.015822663903236389e-01,1.474469155073165894e-01,9.157112985849380493e-02,2.736639417707920074e-02,9.157112985849380493e-02,1.474469155073165894e-01,1.015822663903236389e-01,1.317426413297653198e-01,1.580894440412521362e-01,-1.594842374324798584e-01,-2.282884418964385986e-01
1.476386636495590210e-01,-2.681897282600402832e-01,-8.230970054864883423e-02,-5.633421987295150757e-02,-6.470164656639099121e-02,1.809763312339782715e-01,1.126991063356399536e-01,-8.468361943960189819e-02,1.126991063356399536e-01,1.809763312339782715e-01,-6.470164656639099121e-02,-5.633421987295150757e-02,-8.230970054864883423e-02,-2.681897282600402832e-01,1.476386636495590210e-01
-7.544320076704025269e-02
-1.029316484928131104e-01,-2.900228500366210938e-01,9.162242710590362549e-02,1.609177440404891968e-01,1.196468919515609741e-01,1.837633401155471802e-01,1.147205978631973267e-01,3.346974402666091919e-02,1.147205978631973267e-01,1.837633401155471802e-01,1.196468919515609741e-01,1.609177440404891968e-01,9.162242710590362549e-02,-2.900228500366210938e-01,-1.029316484928131104e-01
3.214192688465118408e-01,-1.210949942469596863e-01,-2.023523151874542236e-01,-8.007991313934326172e-02,-1.705153137445449829e-01,7.054177694953978062e-04,1.402290016412734985e-01,7.388422638177871704e-02,1.402290016412734985e-01,7.054177694953978062e-04,-1.705153137445449829e-01,-8.007991313934326172e-02,-2.023523151874542236e-01,-1.210949942469596863e-01,3.214192688465118408e-01
-9.051609784364700317e-02
1.613440066576004028e-01,-3.384787142276763916e-01,-1.109917983412742615e-01,1.574313342571258545e-01,7.597478479146957397e-02,1.867037713527679443e-01,1.641388684511184692e-01,2.077517472207546234e-02,1.641388684511184692e-01,1.867037713527679443e-01,7.597478479146957397e-02,1.574313342571258545e-01,-1.109917983412742615e-01,-3.384787142276763916e-01,1.613440066576004028e-01
3.568018376827239990e-01,3.756577894091606140e-02,-2.917937934398651123e-01,-1.439694464206695557e-01,-6.738164275884628296e-02,4.317939653992652893e-02,1.250019222497940063e-01,8.811593800783157349e-02,1.250019222497940063e-01,4.317939653992652893e-02,-6.738164275884628296e-02,-1.439694464206695557e-01,-2.917937934398651123e-01,3.756577894091606140e-02,3.568018376827239990e-01
-1.064698770642280579e-01
3.453095257282257080e-01,-2.624131739139556885e-01,-2.417224049568176270e-01,1.249932497739791870e-01,5.972843617200851440e-02,1.809460222721099854e-01,2.001671195030212402e-01,4.724820330739021301e-02,2.001671195030212402e-01,1.809460222721099854e-01,5.972843617200851440e-02,1.249932497739791870e-01,-2.417224049568176270e-01,-2.624131739139556885e-01,3.453095257282257080e-01
1.635077297687530518e-01,2.249486297369003296e-01,-1.934429556131362915e-01,-2.215030491352081299e-01,1.263776910491287708e-03,4.049574583768844604e-02,1.129819080233573914e-01,1.939176470041275024e-01,1.129819080233573914e-01,4.049574583768844604e-02,1.263776910491287708e-03,-2.215030491352081299e-01,-1.934429556131362915e-01,2.249486297369003296e-01,1.635077297687530518e-01
-1.232586652040481567e-01
3.423134088516235352e-01,-8.381967991590499878e-02,-2.377519011497497559e-01,1.273526549339294434e-01,1.735309660434722900e-01,1.952564269304275513e-01,1.988344937562942505e-01,1.145701184868812561e-01,1.988344937562942505e-01,1.952564269304275513e-01,1.735309660434722900e-01,1.273526549339294434e-01,-2.377519011497497559e-01,-8.381967991590499878e-02,3.423134088516235352e-01
-7.129640132188796997e-02,3.421320021152496338e-01,-1.073589995503425598e-01,-3.205188214778900146e-01,-1.070726849138736725e-02,-1.780262216925621033e-02,5.689887702465057373e-02,2.218313962221145630e-01,5.689887702465057373e-02,-1.780262216925621033e-02,-1.070726849138736725e-02,-3.205188214778900146e-01,-1.073589995503425598e-01,3.421320021152496338e-01,-7.129640132188796997e-02
-1.408430486917495728e-01
1.531942039728164673e-01,1.251297742128372192e-01,-4.036487042903900146e-01,2.865267544984817505e-02,1.784863770008087158e-01,1.749962568283081055e-01,2.368378788232803345e-01,1.478638499975204468e-01,2.368378788232803345e-01,1.749962568283081055e-01,1.784863770008087158e-01,2.865267544984817505e-02,-4.036487042903900146e-01,1.251297742128372192e-01,1.531942039728164673e-01
-2.154025137424468994e-01,3.667085468769073486e-01,-1.136721228249371052e-03,-2.532907724380493164e-01,-3.649637103080749512e-02,3.599786013364791870e-02,9.407647699117660522e-02,1.822223812341690063e-01,9.407647699117660522e-02,3.599786013364791870e-02,-3.649637103080749512e-02,-2.532907724380493164e-01,-1.136721228249371052e-03,3.667085468769073486e-01,-2.154025137424468994e-01
-1.591886878013610840e-01
-1.034778729081153870e-02,2.543255388736724854e-01,-4.134177565574645996e-01,-4.813628271222114563e-02,1.657214164733886719e-01,1.697590202093124390e-01,2.512096762657165527e-01,1.753758341073989868e-01,2.512096762657165527e-01,1.697590202093124390e-01,1.657214164733886719e-01,-4.813628271222114563e-02,-4.134177565574645996e-01,2.543255388736724854e-01,-1.034778729081153870e-02
-1.785053163766860962e-01,2.292814850807189941e-01,1.487464159727096558e-01,-3.263258934020996094e-01,-1.142635121941566467e-01,6.315566599369049072e-02,8.683540672063827515e-02,2.112343013286590576e-01,8.683540672063827515e-02,6.315566599369049072e-02,-1.142635121941566467e-01,-3.263258934020996094e-01,1.487464159727096558e-01,2.292814850807189941e-01,-1.785053163766860962e-01
-1.782653480768203735e-01
-8.778852224349975586e-02,2.672872245311737061e-01,-3.325101733207702637e-01,-1.522732079029083252e-01,1.703539937734603882e-01,2.025378048419952393e-01,2.382889986038208008e-01,2.147312611341476440e-01,2.382889986038208008e-01,2.025378048419952393e-01,1.703539937734603882e-01,-1.522732079029083252e-01,-3.325101733207702637e-01,2.672872245311737061e-01,-8.778852224349975586e-02
-1.058944165706634521e-01,6.554801762104034424e-02,2.953882515430450439e-01,-3.369557261466979980e-01,-1.524054706096649170e-01,8.211036771535873413e-02,7.423547655344009399e-02,2.426384240388870239e-01,7.423547655344009399e-02,8.211036771535873413e-02,-1.524054706096649170e-01,-3.369557261466979980e-01,2.953882515430450439e-01,6.554801762104034424e-02,-1.058944165706634521e-01
-1.980461031198501587e-01
-1.021108999848365784e-01,2.211426496505737305e-01,-1.825862824916839600e-01,-2.572019994258880615e-01,1.681870520114898682e-01,2.431724965572357178e-01,2.143260240554809570e-01,2.673632204532623291e-01,2.143260240554809570e-01,2.431724965572357178e-01,1.681870520114898682e-01,-2.572019994258880615e-01,-1.825862824916839600e-01,2.211426496505737305e-01,-1.021108999848365784e-01
-3.989819437265396118e-02,-5.687730014324188232e-02,3.725324571132659912e-01,-3.079629540443420410e-01,-1.879827082157135010e-01,9.603409469127655029e-02,7.635113596916198730e-02,2.452749758958816528e-01,7.635113596916198730e-02,9.603409469127655029e-02,-1.879827082157135010e-01,-3.079629540443420410e-01,3.725324571132659912e-01,-5.687730014324188232e-02,-3.989819437265396118e-02
-2.185067981481552124e-01
-7.161823660135269165e-02,1.542989909648895264e-01,-2.436664141714572906e-02,-3.394733965396881104e-01,1.542493402957916260e-01,2.737854421138763428e-01,1.861574649810791016e-01,3.099313676357269287e-01,1.861574649810791016e-01,2.737854421138763428e-01,1.542493402957916260e-01,-3.394733965396881104e-01,-2.436664141714572906e-02,1.542989909648895264e-01,-7.161823660135269165e-02
6.350780837237834930e-03,-1.170937418937683105e-01,3.790649771690368652e-01,-2.530066370964050293e-01,-2.426982223987579346e-01,7.448627799749374390e-02,9.487918019294738770e-02,2.223733365535736084e-01,9.487918019294738770e-02,7.448627799749374390e-02,-2.426982223987579346e-01,-2.530066370964050293e-01,3.790649771690368652e-01,-1.170937418937683105e-01,6.350780837237834930e-03
-2.396256029605865479e-01
-4.966939985752105713e-02,6.886815279722213745e-02,9.256707876920700073e-02,-3.983184695243835449e-01,1.350206434726715088e-01,3.035354912281036377e-01,1.767736375331878662e-01,3.298851251602172852e-01,1.767736375331878662e-01,3.035354912281036377e-01,1.350206434726715088e-01,-3.983184695243835449e-01,9.256707876920700073e-02,6.886815279722213745e-02,-4.966939985752105713e-02
1.214915420860052109e-02,-1.353546977043151855e-01,3.523386418819427490e-01,-1.409560292959213257e-01,-2.721715867519378662e-01,5.514469370245933533e-02,1.275365203619003296e-01,1.874565333127975464e-01,1.275365203619003296e-01,5.514469370245933533e-02,-2.721715867519378662e-01,-1.409560292959213257e-01,3.523386418819427490e-01,-1.353546977043151855e-01,1.214915420860052109e-02
-2.613826692104339600e-01
-1.946740038692951202e-02,2.447495982050895691e-02,1.886888295412063599e-01,-4.303322434425354004e-01,1.255261152982711792e-01,2.790406942367553711e-01,2.398194521665573120e-01,2.675192654132843018e-01,2.398194521665573120e-01,2.790406942367553711e-01,1.255261152982711792e-01,-4.303322434425354004e-01,1.886888295412063599e-01,2.447495982050895691e-02,-1.946740038692951202e-02
9.252653457224369049e-03,-1.103043705224990845e-01,2.626574635505676270e-01,-2.642135135829448700e-02,-3.525677025318145752e-01,5.924692377448081970e-02,1.106765642762184143e-01,1.935495585203170776e-01,1.106765642762184143e-01,5.924692377448081970e-02,-3.525677025318145752e-01,-2.642135135829448700e-02,2.626574635505676270e-01,-1.103043705224990845e-01,9.252653457224369049e-03
-2.837598025798797607e-01
-1.801661960780620575e-02,-4.280878230929374695e-03,2.108871638774871826e-01,-4.030397534370422363e-01,4.545928165316581726e-02,3.192220330238342285e-01,2.268791943788528442e-01,2.815675139427185059e-01,2.268791943788528442e-01,3.192220330238342285e-01,4.545928165316581726e-02,-4.030397534370422363e-01,2.108871638774871826e-01,-4.280878230929374695e-03,-1.801661960780620575e-02
1.194687094539403915e-03,-8.442214876413345337e-02,1.934929043054580688e-01,6.403280049562454224e-02,-3.689703941345214844e-01,2.635007351636886597e-02,1.457807719707489014e-01,1.578335762023925781e-01,1.457807719707489014e-01,2.635007351636886597e-02,-3.689703941345214844e-01,6.403280049562454224e-02,1.934929043054580688e-01,-8.442214876413345337e-02,1.194687094539403915e-03
-3.067403435707092285e-01
-3.201921656727790833e-02,-3.120275959372520447e-02,2.167797535657882690e-01,-3.540291190147399902e-01,-1.761464774608612061e-02,3.423593342304229736e-01,2.368516474962234497e-01,2.727350592613220215e-01,2.368516474962234497e-01,3.423593342304229736e-01,-1.761464774608612061e-02,-3.540291190147399902e-01,2.167797535657882690e-01,-3.120275959372520447e-02,-3.201921656727790833e-02
