-1.746390908956527710e-01,-9.163515269756317139e-02,1.011746302247047424e-01,1.585371047258377075e-01,5.638527497649192810e-02,5.194046720862388611e-02,5.660432949662208557e-02,7.662579417228698730e-02,4.657733440399169922e-02,7.662579417228698730e-02,5.660432949662208557e-02,5.194046720862388611e-02,5.638527497649192810e-02,1.585371047258377075e-01,1.011746302247047424e-01,-9.163515269756317139e-02,-1.746390908956527710e-01
6.286853551864624023e-02,-2.248600274324417114e-01,-1.586069613695144653e-01,-3.269259631633758545e-02,5.756048951297998428e-03,8.314819075167179108e-03,6.712226569652557373e-02,4.462670162320137024e-02,4.566725343465805054e-02,4.462670162320137024e-02,6.712226569652557373e-02,8.314819075167179108e-03,5.756048951297998428e-03,-3.269259631633758545e-02,-1.586069613695144653e-01,-2.248600274324417114e-01,6.286853551864624023e-02
-3.248978871852159500e-03
-3.766370564699172974e-02,1.724676638841629028e-01,1.159218326210975647e-01,4.967128112912178040e-02,7.798819988965988159e-02,1.247592121362686157e-01,9.390517324209213257e-02,8.602119237184524536e-02,7.336235791444778442e-02,8.602119237184524536e-02,9.390517324209213257e-02,1.247592121362686157e-01,7.798819988965988159e-02,4.967128112912178040e-02,1.159218326210975647e-01,1.724676638841629028e-01,-3.766370564699172974e-02
-1.441417634487152100e-01,-7.583818398416042328e-03,8.930128067731857300e-02,3.164172917604446411e-02,-1.488239318132400513e-02,2.617455646395683289e-02,7.439626008272171021e-02,3.852745518088340759e-02,2.836442366242408752e-02,3.852745518088340759e-02,7.439626008272171021e-02,2.617455646395683289e-02,-1.488239318132400513e-02,3.164172917604446411e-02,8.930128067731857300e-02,-7.583818398416042328e-03,-1.441417634487152100e-01
-3.769710194319486618e-03
-4.766198992729187012e-02,1.859976798295974731e-01,1.532546430826187134e-01,7.626260817050933838e-02,1.004253402352333069e-01,1.161349639296531677e-01,8.621639758348464966e-02,6.240817159414291382e-02,7.051590830087661743e-02,6.240817159414291382e-02,8.621639758348464966e-02,1.161349639296531677e-01,1.004253402352333069e-01,7.626260817050933838e-02,1.532546430826187134e-01,1.859976798295974731e-01,-4.766198992729187012e-02
-1.009079739451408386e-01,-7.270925492048263550e-02,2.612461894750595093e-02,-1.242345012724399567e-02,-2.289933152496814728e-02,2.810444682836532593e-02,1.025701910257339478e-01,5.877918377518653870e-02,4.592385888099670410e-02,5.877918377518653870e-02,1.025701910257339478e-01,2.810444682836532593e-02,-2.289933152496814728e-02,-1.242345012724399567e-02,2.612461894750595093e-02,-7.270925492048263550e-02,-1.009079739451408386e-01
-4.315481521189212799e-03
-3.114922717213630676e-02,1.988032758235931396e-01,1.113285720348358154e-01,5.582424998283386230e-02,1.113657057285308838e-01,1.218076646327972412e-01,6.505781412124633789e-02,6.824370473623275757e-02,9.012590348720550537e-02,6.824370473623275757e-02,6.505781412124633789e-02,1.218076646327972412e-01,1.113657057285308838e-01,5.582424998283386230e-02,1.113285720348358154e-01,1.988032758235931396e-01,-3.114922717213630676e-02
-8.796385675668716431e-02,-1.143626570701599121e-01,-1.283923257142305374e-02,4.883890040218830109e-03,-1.507979817688465118e-03,1.098265405744314194e-02,5.393740907311439514e-02,6.325075775384902954e-02,7.310034334659576416e-02,6.325075775384902954e-02,5.393740907311439514e-02,1.098265405744314194e-02,-1.507979817688465118e-03,4.883890040218830109e-03,-1.283923257142305374e-02,-1.143626570701599121e-01,-8.796385675668716431e-02
-4.885198082774877548e-03
-1.316932588815689087e-01,1.778432726860046387e-01,1.761384308338165283e-01,7.400467246770858765e-02,3.942584618926048279e-02,1.147125437855720520e-01,9.990610182285308838e-02,6.836739927530288696e-02,4.047101736068725586e-02,6.836739927530288696e-02,9.990610182285308838e-02,1.147125437855720520e-01,3.942584618926048279e-02,7.400467246770858765e-02,1.761384308338165283e-01,1.778432726860046387e-01,-1.316932588815689087e-01
-1.297496557235717773e-01,-1.053102761507034302e-01,2.966288663446903229e-02,2.143550477921962738e-02,-3.718314319849014282e-02,2.000957354903221130e-02,7.964082062244415283e-02,6.094788014888763428e-02,3.454394638538360596e-02,6.094788014888763428e-02,7.964082062244415283e-02,2.000957354903221130e-02,-3.718314319849014282e-02,2.143550477921962738e-02,2.966288663446903229e-02,-1.053102761507034302e-01,-1.297496557235717773e-01
-5.477896425873041153e-03
-8.714066445827484131e-02,1.609195023775100708e-01,1.345590054988861084e-01,6.604738533496856689e-02,9.608425945043563843e-02,1.092300191521644592e-01,7.663438469171524048e-02,4.228662326931953430e-02,7.001307606697082520e-02,4.228662326931953430e-02,7.663438469171524048e-02,1.092300191521644592e-01,9.608425945043563843e-02,6.604738533496856689e-02,1.345590054988861084e-01,1.609195023775100708e-01,-8.714066445827484131e-02
-1.078263223171234131e-01,-1.901742815971374512e-01,-8.352126926183700562e-02,2.182538248598575592e-02,-9.278491139411926270e-03,5.127082020044326782e-02,8.732064813375473022e-02,6.847441196441650391e-02,2.301729656755924225e-02,6.847441196441650391e-02,8.732064813375473022e-02,5.127082020044326782e-02,-9.278491139411926270e-03,2.182538248598575592e-02,-8.352126926183700562e-02,-1.901742815971374512e-01,-1.078263223171234131e-01
-6.092720665037631989e-03
-1.136223673820495605e-01,8.491526544094085693e-02,1.171266809105873108e-01,9.920371323823928833e-02,1.179079934954643250e-01,7.586251944303512573e-02,1.885887607932090759e-02,5.873141065239906311e-02,1.161700189113616943e-01,5.873141065239906311e-02,1.885887607932090759e-02,7.586251944303512573e-02,1.179079934954643250e-01,9.920371323823928833e-02,1.171266809105873108e-01,8.491526544094085693e-02,-1.136223673820495605e-01
-5.104687064886093140e-02,-2.476167231798171997e-01,-1.064816266298294067e-01,4.323936253786087036e-02,4.494355618953704834e-02,1.423808000981807709e-02,6.290288269519805908e-02,5.305977165699005127e-02,6.117620319128036499e-02,5.305977165699005127e-02,6.290288269519805908e-02,1.423808000981807709e-02,4.494355618953704834e-02,4.323936253786087036e-02,-1.064816266298294067e-01,-2.476167231798171997e-01,-5.104687064886093140e-02
-6.728903856128454208e-03
-1.374606341123580933e-01,6.338387727737426758e-02,1.331840604543685913e-01,9.512794762849807739e-02,5.260900408029556274e-02,1.042052209377288818e-01,1.039182245731353760e-01,5.237147957086563110e-02,2.858972921967506409e-02,5.237147957086563110e-02,1.039182245731353760e-01,1.042052209377288818e-01,5.260900408029556274e-02,9.512794762849807739e-02,1.331840604543685913e-01,6.338387727737426758e-02,-1.374606341123580933e-01
-5.679455399513244629e-02,-2.351211607456207275e-01,-1.326607465744018555e-01,3.400027006864547729e-02,2.718124014791101217e-04,3.656899183988571167e-02,7.600603997707366943e-02,8.814010024070739746e-02,4.069404676556587219e-02,8.814010024070739746e-02,7.600603997707366943e-02,3.656899183988571167e-02,2.718124014791101217e-04,3.400027006864547729e-02,-1.326607465744018555e-01,-2.351211607456207275e-01,-5.679455399513244629e-02
-7.385753560811281204e-03
