1.735540330410003662e-01,-2.848909795284271240e-01,-5.532488226890563965e-03,2.318320274353027344e-01,1.679209619760513306e-01,1.047076210379600525e-01,1.240652799606323242e-01,1.047076210379600525e-01,1.679209619760513306e-01,2.318320274353027344e-01,-5.532488226890563965e-03,-2.848909795284271240e-01,1.735540330410003662e-01
3.142169713973999023e-01,3.452146425843238831e-02,-1.821724921464920044e-01,-1.681097000837326050e-01,1.031169518828392029e-01,7.813534140586853027e-02,1.444436162710189819e-01,7.813534140586853027e-02,1.031169518828392029e-01,-1.681097000837326050e-01,-1.821724921464920044e-01,3.452146425843238831e-02,3.142169713973999023e-01
-3.271071612834930420e-01
-1.028349846601486206e-01,1.995957344770431519e-01,1.410787701606750488e-01,1.156205534934997559e-01,1.089289039373397827e-01,1.766331046819686890e-01,1.308877021074295044e-01,1.766331046819686890e-01,1.089289039373397827e-01,1.156205534934997559e-01,1.410787701606750488e-01,1.995957344770431519e-01,-1.028349846601486206e-01
-4.835502058267593384e-02,-2.591984868049621582e-01,-2.578859589993953705e-02,-1.180008053779602051e-03,-3.405217826366424561e-02,5.132114142179489136e-02,1.651939302682876587e-01,5.132114142179489136e-02,-3.405217826366424561e-02,-1.180008053779602051e-03,-2.578859589993953705e-02,-2.591984868049621582e-01,-4.835502058267593384e-02
-4.067060351371765137e-01
-1.180663481354713440e-01,9.080202318727970123e-03,9.787725657224655151e-02,1.486168354749679565e-01,2.084821462631225586e-01,1.496976912021636963e-01,1.042122468352317810e-01,1.496976912021636963e-01,2.084821462631225586e-01,1.486168354749679565e-01,9.787725657224655151e-02,9.080202318727970123e-03,-1.180663481354713440e-01
-3.112316131591796875e-02,-2.942179143428802490e-01,-9.683556854724884033e-02,9.577570855617523193e-02,-2.624202892184257507e-02,9.033147245645523071e-02,1.435126662254333496e-01,9.033147245645523071e-02,-2.624202892184257507e-02,9.577570855617523193e-02,-9.683556854724884033e-02,-2.942179143428802490e-01,-3.112316131591796875e-02
-4.918165504932403564e-01
-1.737593114376068115e-01,-1.163811907172203064e-01,1.095307469367980957e-01,1.975344866514205933e-01,1.246578395366668701e-01,1.334587931632995605e-01,1.223926544189453125e-01,1.334587931632995605e-01,1.246578395366668701e-01,1.975344866514205933e-01,1.095307469367980957e-01,-1.163811907172203064e-01,-1.737593114376068115e-01
8.564329147338867188e-02,-3.028064072132110596e-01,-7.752224802970886230e-02,5.171043425798416138e-02,1.514623686671257019e-02,5.296109989285469055e-02,1.793045699596405029e-01,5.296109989285469055e-02,1.514623686671257019e-02,5.171043425798416138e-02,-7.752224802970886230e-02,-3.028064072132110596e-01,8.564329147338867188e-02
-5.821056365966796875e-01
-1.304620951414108276e-01,-2.715512812137603760e-01,1.301871389150619507e-01,1.913312524557113647e-01,1.536362171173095703e-01,9.101554751396179199e-02,1.761722713708877563e-01,9.101554751396179199e-02,1.536362171173095703e-01,1.913312524557113647e-01,1.301871389150619507e-01,-2.715512812137603760e-01,-1.304620951414108276e-01
1.511669605970382690e-01,-1.951936036348342896e-01,-1.619169563055038452e-01,1.709242723882198334e-02,2.930776029825210571e-02,1.009673625230789185e-01,1.482083201408386230e-01,1.009673625230789185e-01,2.930776029825210571e-02,1.709242723882198334e-02,-1.619169563055038452e-01,-1.951936036348342896e-01,1.511669605970382690e-01
-6.772937774658203125e-01
-1.093436479568481445e-01,-2.756432890892028809e-01,5.099258944392204285e-02,2.422779500484466553e-01,1.262402832508087158e-01,1.243469938635826111e-01,1.345933973789215088e-01,1.243469938635826111e-01,1.262402832508087158e-01,2.422779500484466553e-01,5.099258944392204285e-02,-2.756432890892028809e-01,-1.093436479568481445e-01
2.023813873529434204e-01,-9.114620834589004517e-02,-2.191045284271240234e-01,-1.170616503804922104e-02,4.405567049980163574e-02,1.416883021593093872e-01,1.253934204578399658e-01,1.416883021593093872e-01,4.405567049980163574e-02,-1.170616503804922104e-02,-2.191045284271240234e-01,-9.114620834589004517e-02,2.023813873529434204e-01
-7.771421670913696289e-01
-3.327365219593048096e-02,-2.799266278743743896e-01,2.709052059799432755e-03,2.691951990127563477e-01,1.207511797547340393e-01,1.299342811107635498e-01,1.015504971146583557e-01,1.299342811107635498e-01,1.207511797547340393e-01,2.691951990127563477e-01,2.709052059799432755e-03,-2.799266278743743896e-01,-3.327365219593048096e-02
3.082385063171386719e-01,-3.043589740991592407e-02,-2.022206634283065796e-01,-1.294133514165878296e-01,5.609600618481636047e-02,1.239977553486824036e-01,1.775628626346588135e-01,1.239977553486824036e-01,5.609600618481636047e-02,-1.294133514165878296e-01,-2.022206634283065796e-01,-3.043589740991592407e-02,3.082385063171386719e-01
-8.814436793327331543e-01
1.429248154163360596e-01,-3.132714629173278809e-01,-2.663733437657356262e-02,2.192567437887191772e-01,1.858410835266113281e-01,1.261505037546157837e-01,1.422404050827026367e-01,1.261505037546157837e-01,1.858410835266113281e-01,2.192567437887191772e-01,-2.663733437657356262e-02,-3.132714629173278809e-01,1.429248154163360596e-01
3.136070072650909424e-01,2.762491069734096527e-02,-1.958613693714141846e-01,-1.833205074071884155e-01,8.678597956895828247e-02,7.553867995738983154e-02,1.450465619564056396e-01,7.553867995738983154e-02,8.678597956895828247e-02,-1.833205074071884155e-01,-1.958613693714141846e-01,2.762491069734096527e-02,3.136070072650909424e-01
-9.900165200233459473e-01
2.708931565284729004e-01,-3.169901371002197266e-01,-5.546998977661132812e-02,1.645433902740478516e-01,2.447932362556457520e-01,1.175955608487129211e-01,1.673287302255630493e-01,1.175955608487129211e-01,2.447932362556457520e-01,1.645433902740478516e-01,-5.546998977661132812e-02,-3.169901371002197266e-01,2.708931565284729004e-01
2.269905805587768555e-01,1.383098214864730835e-01,-2.205745279788970947e-01,-1.853671520948410034e-01,7.807514816522598267e-02,1.225914061069488525e-01,1.363646239042282104e-01,1.225914061069488525e-01,7.807514816522598267e-02,-1.853671520948410034e-01,-2.205745279788970947e-01,1.383098214864730835e-01,2.269905805587768555e-01
-1.102699279785156250e+00
